time,profit,losses,emissions,battery charging
1,[135.46150601714697, 9.770493072160898, 694.7271542680528, -824.9999987067455]
2,[135.0412306183833, 10.117442586926304, 689.0161699004719, -825.000648445459]
3,[123.74974776666105, 11.594101383416286, 1004.5347605060102, -528.7199985620284]
4,[120.86118215639968, 11.872810341807774, 1167.1489309838475, -402.42499916054413]
5,[126.87358890623887, 16.24128313257005, 1479.876388958968, -269.49999970067796]
6,[115.04278473433307, 17.08177928901328, 1592.812297069977, -92.30000016618655]
7,[109.8554046833727, 16.090907234036614, 1519.3811080818614, -88.90820007645765]
8,[110.9319718230768, 17.703085860849466, 1690.2402964135276, 4.749974996060698]
9,[103.57839064190772, 16.26279223239133, 1583.9613405649316, 8.249999999837694]
10,[99.57546772740999, 15.444978228746018, 1522.9575120948455, 8.249999995023066]
11,[98.08139171995259, 15.383058401688894, 1500.5834752330152, 8.250000000081855]
12,[98.35926974916691, 15.397376712851827, 1504.7492834030618, 8.2499999953479]
13,[97.197167266183, 15.511912600278345, 1487.6109893480204, 8.249999999898945]
14,[98.31796841257822, 15.387637956856635, 1504.1177451498604, 8.249999995348738]
15,[99.12168120431814, 15.439765580888444, 1516.1797080197573, 8.249999915286566]
16,[96.8826344095324, 15.394840252349818, 1482.7317507304679, 8.249999999985297]
17,[93.96796979084496, 14.836794794847386, 1438.3736219865555, 8.249999999746068]
18,[88.79418754294335, 15.265132001861943, 1461.4658473623322, 69.49995731164124]
19,[86.6911021289961, 15.39417021955902, 1463.25050964882, 89.76437695634297]
20,[84.63262109127663, 16.585819630599403, 1503.1306926664336, 131.9997675281755]
21,[83.02023350215609, 16.26687681122494, 1478.575228647325, 131.9997556739653]
22,[82.85471518387031, 16.25457082237051, 1471.4634520462184, 129.1536628940052]
23,[81.39533491883813, 13.027636081544014, 1244.2458160683218, 5.938862859276984]
24,[80.24013159515032, 11.924631026976083, 1122.9596867802763, -57.0000007064359]
25,[78.1865938399743, 11.727822901759518, 1094.3958611407788, -55.49998964130163]
26,[74.54575064246778, 12.279009443734118, 1144.6741596353934, 8.249999999653575]
27,[72.55761645570067, 12.022090334583531, 1114.5308050969152, 8.249718343369814]
28,[78.1865938399743, 11.727822901759518, 1094.3958611407788, -55.49998964130163]
29,[72.55761645570067, 12.022090334583531, 1114.5308050969152, 8.249718343369814]
30,[74.54575107909575, 12.278976406716673, 1144.6741124305606, 8.249999999645043]
31,[71.7213946316677, 11.996965266492579, 1102.0261388149238, 8.249723877256104]
32,[65.37726580161602, 11.50911531490011, 1075.117784724278, 56.24999544844977]
33,[58.45331758579966, 10.85847430096394, 993.599202183761, 147.46147110647604]
34,[66.3351283728672, 8.164308189422187, 545.1859512292948, -87.21840548012237]
35,[68.16068870210127, 8.246155635984758, 313.46721902796145, -116.40274254149789]
36,[66.86223791376102, 8.200040333276993, 247.70211105011867, -12.028974639832539]
37,[65.79046501700653, 8.318506054238476, 129.87076683222057, 59.07091983801977]
38,[67.77439594987005, 9.037264915927361, -119.32164953430662, 35.17200004024932]
39,[64.1535935831496, 10.057474931596238, -225.42558840432824, 146.0180007283427]
40,[60.13542545035739, 11.208221208468249, -89.04973367846793, 403.755000264421]
41,[56.425865522789344, 13.538058909880668, -135.82743911240564, 552.7485442978764]
42,[50.41927335449698, 15.479059199811479, 10.361871065943946, 824.9991154034534]
43,[55.264812258971396, 16.954462243383926, -319.4284315021894, 712.5000023355469]
44,[70.88196268478283, 27.31715181651545, -1151.037092738529, 174.17540172673438]
45,[64.05465480375118, 23.4044520668167, -1051.7407657996616, 422.05628603758737]
46,[60.6136991896633, 26.001163635707474, -1109.4524940250021, 529.089158703886]
47,[64.96583985527266, 32.71835099918115, -1412.8942763292134, 407.0336421477816]
48,[65.36371946143055, 36.13285151485397, -1626.2699235539437, 371.22808583334927]
49,[59.97615203791548, 41.35165174888436, -1649.3205554404956, 501.25022391342077]
50,[67.59330915008204, 52.60284129782049, -2131.809562859751, 203.25495376836594]
51,[63.79926934280216, 57.34851366919665, -2222.6580389378037, 259.54105257674166]
52,[70.56589746208594, 65.16139586125253, -2630.5576126436445, 3.3321284583945]
53,[66.33208361727965, 68.46018945721792, -2590.796195500372, 131.65271859092314]
54,[63.19418329268502, 72.02432277259638, -2515.8852081880004, 254.7103324303675]
55,[67.44535484831994, 78.70136588769066, -2804.021587643253, 77.87909825304538]
56,[71.57927553284112, 83.85846750245909, -2970.507445559376, -42.437092557405414]
57,[72.15983325053237, 77.74606897704764, -2887.807704495997, 35.09730133832926]
58,[70.49572913182632, 76.39219854490152, -2842.1313338070117, 98.55006587118082]
59,[73.73725843410536, 80.60604981770767, -2950.1442727430017, 1.092166431000507]
60,[80.35611434499572, 87.52806216244504, -3016.584946893693, -127.46828131134683]
61,[66.50049187749681, 63.98586073943197, -2314.767314933466, 441.34633600848247]
62,[73.2948464352402, 64.203520215229, -2391.6758843718853, 300.44196926212686]
63,[75.59616838393676, 61.950739044410035, -2376.4624363051316, 255.75000070084232]
64,[92.77288365808666, 77.19124279167626, -2900.4911300113176, -285.06116211342976]
65,[79.40938567102457, 52.73884557538377, -2059.8421513004414, 325.4011218612968]
66,[84.01386919157197, 53.013069682631134, -2130.8296284070725, 171.18217360354527]
67,[95.56871053684037, 58.482483021898446, -2325.0717052313653, -139.60167010438778]
68,[95.75080427024582, 51.91103574738103, -2121.923409876623, -101.78622035320605]
69,[89.19915342824544, 40.965469824172516, -1643.309975350925, 179.10899674232283]
70,[83.51414569457937, 33.47184079073489, -1209.6543852793557, 406.5818938903341]
71,[103.60675166080618, 37.843592961725555, -1731.5827487455806, -209.1962095172304]
72,[99.90242190604653, 29.03075294229601, -1319.044979849107, -19.75721265236581]
73,[100.15407619337003, 25.53396175421058, -1161.1089192718312, -33.79420494287515]
74,[101.17287533490443, 21.32977299025807, -917.730221967329, -19.31563363184842]
75,[95.84624902177782, 16.506389153050183, -444.8556485094874, 192.57277417973523]
76,[100.75532419027448, 18.50707158071312, -435.9817198701009, 16.183929866431384]
77,[97.20102460797804, 12.97449435227942, 87.55961948759949, 232.9611018733135]
78,[109.34452719664927, 12.909554019274449, -147.2862837791057, -167.7347074035723]
79,[108.05251786945809, 9.65468953236323, 77.07743898630623, -162.7552549274395]
80,[107.7618725043725, 8.518246256797495, 77.54459118323697, -305.77564125463033]
81,[112.58423391563694, 9.321993415842527, 70.6839025936235, -483.0378030563596]
82,[111.34647448621602, 8.731567056533313, 180.55043041556053, -553.0232077068069]
83,[108.6276300460511, 9.448689921406155, 573.7601153618338, -424.0007391161265]
84,[125.89319245902567, 12.826300146097887, 924.2641708304316, -597.7522047360021]
85,[123.6859420375483, 12.372885861097068, 892.6785189663229, -597.749996820603]
86,[126.00064531942535, 12.98878963911755, 1075.1408450652448, -507.3139975192653]
87,[121.33933397566133, 13.607021370715342, 1203.426709296085, -386.2147005540472]
88,[119.70043565594109, 17.719567689788818, 1498.4326087087757, -193.7500000901388]
89,[109.5319600477831, 16.638459794632684, 1613.098961664287, -28.814200011778766]
90,[113.98203285868628, 18.32703314559261, 1740.7864014185739, 7.249999998897081]
91,[109.4139067725017, 17.44861505972525, 1672.8831140956327, 8.249999996252638]
92,[110.38897814582253, 17.56138637379561, 1687.6025635906353, 8.249999994838738]
93,[112.15135184727679, 18.08234880148834, 1714.7222687480455, 8.249999998975566]
94,[110.8240967308944, 17.74847466042515, 1694.388413497999, 8.249998515766023]
95,[112.32244531146773, 18.117611329461383, 1717.330201157536, 8.249999999010523]
96,[114.00480361681306, 18.090587137414147, 1740.7416576664043, 7.249999978035969]
